Date,Hist,Param,GJR,EVT,Hybrid
2017-02-14,-0.05428445645020728,-0.06055274349895166,-0.03805673902957486,-0.0997681932088107,-0.05965565912670949
2017-02-15,-0.0539699369473153,-0.06023216192520668,-0.03786936828444151,-0.0997681932088107,-0.059533870655858814
2017-02-16,-0.05365541744442333,-0.05991345952011499,-0.03771299594813259,-0.0997681932088107,-0.05943223169141888
2017-02-17,-0.05334089794153134,-0.06056207704844517,-0.0376101846613049,-0.0997681932088107,-0.05936540733861334
2017-02-21,-0.05302637843863937,-0.06024392739544704,-0.03751942049796908,-0.0997681932088107,-0.059306413368165695
2017-02-22,-0.05268737170014027,-0.05990869465420207,-0.03744968785226721,-0.0997681932088107,-0.05926109096459549
2017-02-23,-0.05234836496164119,-0.05957440821569543,-0.03740541612184574,-0.0997681932088107,-0.05923231694553167
2017-02-24,-0.052009358223142114,-0.059245651243365484,-0.03763744953663776,-0.0997681932088107,-0.0593831425430092
2017-02-27,-0.051670351484643016,-0.05891689386268955,-0.037795861712809804,-0.0997681932088107,-0.05948611395836267
2017-02-28,-0.05133134474614394,-0.058577904469427636,-0.03791557078636627,-0.0997681932088107,-0.05956392909784239
2017-03-01,-0.05099233800764486,-0.058202495286987434,-0.03806253152391745,-0.0997681932088107,-0.059659461603125054
2017-03-02,-0.050656983121432506,-0.057836966372011925,-0.03798522097998845,-0.0997681932088107,-0.05960921068689414
